score,segment_count,cumulative_count,rank,percentile,province,year,subject_type,total_exam_count,batch_line
700,6,5,5,1.2755102040816327e-05,广东省,2021,物理类,392000,432
699,3,8,8,2.0408163265306123e-05,广东省,2021,物理类,392000,432
698,1,9,9,2.2959183673469387e-05,广东省,2021,物理类,392000,432
697,1,10,10,2.5510204081632654e-05,广东省,2021,物理类,392000,432
696,2,12,12,3.061224489795918e-05,广东省,2021,物理类,392000,432
695,0,12,12,3.061224489795918e-05,广东省,2021,物理类,392000,432
694,4,16,16,4.0816326530612245e-05,广东省,2021,物理类,392000,432
693,5,21,21,5.357142857142857e-05,广东省,2021,物理类,392000,432
692,3,24,24,6.122448979591836e-05,广东省,2021,物理类,392000,432
691,2,26,26,6.63265306122449e-05,广东省,2021,物理类,392000,432
690,10,36,36,9.183673469387755e-05,广东省,2021,物理类,392000,432
689,4,40,40,0.00010204081632653062,广东省,2021,物理类,392000,432
688,5,45,45,0.00011479591836734693,广东省,2021,物理类,392000,432
687,7,52,52,0.0001326530612244898,广东省,2021,物理类,392000,432
686,10,61,61,0.00015561224489795918,广东省,2021,物理类,392000,432
685,10,71,71,0.00018112244897959185,广东省,2021,物理类,392000,432
684,13,84,84,0.00021428571428571427,广东省,2021,物理类,392000,432
683,11,95,95,0.0002423469387755102,广东省,2021,物理类,392000,432
682,12,107,107,0.00027295918367346936,广东省,2021,物理类,392000,432
681,16,122,122,0.00031122448979591837,广东省,2021,物理类,392000,432
680,11,133,133,0.0003392857142857143,广东省,2021,物理类,392000,432
679,17,150,150,0.0003826530612244898,广东省,2021,物理类,392000,432
678,19,168,168,0.00042857142857142855,广东省,2021,物理类,392000,432
677,22,190,190,0.0004846938775510204,广东省,2021,物理类,392000,432
676,30,219,219,0.0005586734693877551,广东省,2021,物理类,392000,432
675,27,246,246,0.0006275510204081633,广东省,2021,物理类,392000,432
674,30,275,275,0.0007015306122448979,广东省,2021,物理类,392000,432
673,41,316,316,0.0008061224489795918,广东省,2021,物理类,392000,432
672,31,346,346,0.0008826530612244898,广东省,2021,物理类,392000,432
671,32,378,378,0.0009642857142857143,广东省,2021,物理类,392000,432
670,38,415,415,0.001058673469387755,广东省,2021,物理类,392000,432
669,33,447,447,0.0011403061224489796,广东省,2021,物理类,392000,432
668,46,492,492,0.0012551020408163266,广东省,2021,物理类,392000,432
667,59,550,550,0.0014030612244897958,广东省,2021,物理类,392000,432
666,54,603,603,0.001538265306122449,广东省,2021,物理类,392000,432
665,67,669,669,0.0017066326530612245,广东省,2021,物理类,392000,432
664,48,716,716,0.001826530612244898,广东省,2021,物理类,392000,432
663,64,779,779,0.0019872448979591836,广东省,2021,物理类,392000,432
662,78,856,856,0.002183673469387755,广东省,2021,物理类,392000,432
661,70,924,924,0.002357142857142857,广东省,2021,物理类,392000,432
660,80,1003,1003,0.0025586734693877553,广东省,2021,物理类,392000,432
659,107,1108,1108,0.002826530612244898,广东省,2021,物理类,392000,432
658,94,1200,1200,0.003061224489795918,广东省,2021,物理类,392000,432
657,96,1295,1295,0.0033035714285714287,广东省,2021,物理类,392000,432
656,107,1400,1400,0.0035714285714285713,广东省,2021,物理类,392000,432
655,100,1498,1498,0.0038214285714285715,广东省,2021,物理类,392000,432
654,122,1618,1618,0.004127551020408163,广东省,2021,物理类,392000,432
653,123,1738,1738,0.004433673469387755,广东省,2021,物理类,392000,432
652,135,1871,1871,0.004772959183673469,广东省,2021,物理类,392000,432
651,139,2008,2008,0.005122448979591836,广东省,2021,物理类,392000,432
650,166,2171,2171,0.005538265306122449,广东省,2021,物理类,392000,432
649,142,2310,2310,0.005892857142857143,广东省,2021,物理类,392000,432
648,129,2437,2437,0.006216836734693878,广东省,2021,物理类,392000,432
647,156,2590,2590,0.0066071428571428574,广东省,2021,物理类,392000,432
646,173,2760,2760,0.0070408163265306125,广东省,2021,物理类,392000,432
645,144,2901,2901,0.007400510204081633,广东省,2021,物理类,392000,432
644,197,3095,3095,0.007895408163265305,广东省,2021,物理类,392000,432
643,201,3292,3292,0.008397959183673469,广东省,2021,物理类,392000,432
642,226,3514,3514,0.008964285714285715,广东省,2021,物理类,392000,432
641,220,3730,3730,0.00951530612244898,广东省,2021,物理类,392000,432
640,207,3933,3933,0.010033163265306122,广东省,2021,物理类,392000,432
639,237,4166,4166,0.010627551020408164,广东省,2021,物理类,392000,432
638,239,4400,4400,0.011224489795918367,广东省,2021,物理类,392000,432
637,239,4635,4635,0.011823979591836734,广东省,2021,物理类,392000,432
636,284,4914,4914,0.012535714285714285,广东省,2021,物理类,392000,432
635,275,5184,5184,0.013224489795918367,广东省,2021,物理类,392000,432
634,284,5463,5463,0.013936224489795918,广东省,2021,物理类,392000,432
633,266,5724,5724,0.01460204081632653,广东省,2021,物理类,392000,432
632,306,6025,6025,0.015369897959183674,广东省,2021,物理类,392000,432
631,324,6343,6343,0.016181122448979592,广东省,2021,物理类,392000,432
630,343,6680,6680,0.017040816326530612,广东省,2021,物理类,392000,432
629,315,6989,6989,0.017829081632653062,广东省,2021,物理类,392000,432
628,349,7332,7332,0.018704081632653063,广东省,2021,物理类,392000,432
627,366,7691,7691,0.019619897959183674,广东省,2021,物理类,392000,432
626,355,8039,8039,0.02050765306122449,广东省,2021,物理类,392000,432
625,377,8410,8410,0.02145408163265306,广东省,2021,物理类,392000,432
624,384,8787,8787,0.022415816326530613,广东省,2021,物理类,392000,432
623,414,9193,9193,0.0234515306122449,广东省,2021,物理类,392000,432
622,392,9578,9578,0.024433673469387754,广东省,2021,物理类,392000,432
621,453,10023,10023,0.025568877551020407,广东省,2021,物理类,392000,432
620,429,10444,10444,0.026642857142857142,广东省,2021,物理类,392000,432
619,418,10855,10855,0.027691326530612244,广东省,2021,物理类,392000,432
618,433,11280,11280,0.028775510204081634,广东省,2021,物理类,392000,432
617,484,11755,11755,0.029987244897959182,广东省,2021,物理类,392000,432
616,481,12227,12227,0.031191326530612244,广东省,2021,物理类,392000,432
615,515,12733,12733,0.032482142857142855,广东省,2021,物理类,392000,432
614,513,13237,13237,0.03376785714285714,广东省,2021,物理类,392000,432
613,534,13761,13761,0.03510459183673469,广东省,2021,物理类,392000,432
612,528,14280,14280,0.03642857142857143,广东省,2021,物理类,392000,432
611,512,14782,14782,0.037709183673469385,广东省,2021,物理类,392000,432
610,579,15351,15351,0.039160714285714285,广东省,2021,物理类,392000,432
609,601,15941,15941,0.040665816326530616,广东省,2021,物理类,392000,432
608,586,16516,16516,0.04213265306122449,广东省,2021,物理类,392000,432
607,651,17156,17156,0.04376530612244898,广东省,2021,物理类,392000,432
606,620,17764,17764,0.045316326530612246,广东省,2021,物理类,392000,432
605,632,18385,18385,0.04690051020408163,广东省,2021,物理类,392000,432
