school_code,school_name,major_group_code,province,year,batch,subject_type,plan_count,admission_count,min_admission_score,min_admission_rank
12651,湘潭理工学院,201,广东省,2023,本科批,历史类,3,3,488,47844
12652,湖南师范大学树达学院,201,广东省,2023,本科批,历史类,23,23,492,45105
12653,湖南农业大学东方科技学院,201,广东省,2023,本科批,历史类,6,6,489,47010
12657,湖南文理学院芙蓉学院,"院
201",广东省,2023,本科批,历史类,2,2,491,46073
12657,湖南文理学院芙蓉学院,202,广东省,2023,本科批,历史类,2,2,490,46475
12658,湖南理工学院南湖学院,201,广东省,2023,本科批,历史类,4,4,490,46623
12659,"试
衡阳师范学院南岳学院",201,广东省,2023,本科批,历史类,4,4,494,43778
12661,湖南中医药大学湘杏学院,201,广东省,2023,本科批,历史类,3,3,523,26698
12661,"考
湖南中医药大学湘杏学院",202,广东省,2023,本科批,历史类,1,1,526,25202
12662,吉首大学张家界学院,201,广东省,2023,本科批,历史类,2,2,490,46624
12668,广州理工学院,202,广东省,2023,本科批,历史类,2035,2035,442,87100
12689,"育
东南大学成贤学院",201,广东省,2023,本科批,历史类,6,6,491,45624
12689,东南大学成贤学院,202,广东省,2023,本科批,历史类,1,1,484,50455
12709,厦门华厦学院,201,广东省,2023,本科批,历史类,2,2,484,50860
12709,"教
厦门华厦学院",202,广东省,2023,本科批,历史类,6,6,487,48822
12710,闽南理工学院,201,广东省,2023,本科批,历史类,2,2,477,56213
12712,"省
西安欧亚学院",201,广东省,2023,本科批,历史类,14,14,472,60088
12713,西安外事学院,201,广东省,2023,本科批,历史类,21,21,472,60286
12713,西安外事学院,205,广东省,2023,本科批,历史类,4,4,468,62988
12747,郑州工业应用技术学院,201,广东省,2023,本科批,历史类,6,6,480,54043
12779,山西应用科技学院,201,广东省,2023,本科批,历史类,2,2,480,53639
12792,浙江越秀外国语学院,202,广东省,2023,本科批,历史类,30,30,462,68158
12795,南昌理工学院,"教
201",广东省,2023,本科批,历史类,30,30,482,52191
12795,南昌理工学院,202,广东省,2023,本科批,历史类,3,3,459,71200
12799,上海建桥学院,201,广东省,2023,本科批,历史类,28,28,471,60732
12915,"省
上海中侨职业技术大学",201,广东省,2023,本科批,历史类,21,21,464,66910
12928,泉州职业技术大学,201,广东省,2023,本科批,历史类,20,20,477,56068
12938,江西应用科技学院,201,广东省,2023,本科批,历史类,24,24,456,73690
12992,"东
闽南科技学院",201,广东省,2023,本科批,历史类,1,1,479,54743
12992,闽南科技学院,202,广东省,2023,本科批,历史类,5,5,478,55504
13001,宁波财经学院,201,广东省,2023,本科批,历史类,12,12,473,58939
13021,"广
浙大城市学院",201,广东省,2023,本科批,历史类,6,6,523,26655
13022,浙大宁波理工学院(中外合作办学),203,广东省,2023,本科批,历史类,4,4,493,44407
13065,安徽外国语学院,201,广东省,2023,本科批,历史类,8,8,476,56997
13115,厦门工学院,201,广东省,2023,本科批,历史类,9,9,484,50819
13121,西安思源学院,201,广东省,2023,本科批,历史类,2,2,486,49538
13188,武汉晴川学院,201,广东省,2023,本科批,历史类,4,4,480,53624
13198,大连理工大学城市学院,201,广东省,2023,本科批,历史类,4,4,472,60345
13212,大连医科大学中山学院,201,广东省,2023,本科批,历史类,4,4,471,61121
13212,大连医科大学中山学院,204,广东省,2023,本科批,历史类,2,2,483,51789
13218,大连财经学院,201,广东省,2023,本科批,历史类,14,14,471,60817
13220,沈阳城市学院,201,广东省,2023,本科批,历史类,8,8,464,66201
13234,湖北大学知行学院,201,广东省,2023,本科批,历史类,8,8,490,46698
13235,武汉城市学院,201,广东省,2023,本科批,历史类,11,11,481,53099
13236,三峡大学科技学院,201,广东省,2023,本科批,历史类,10,10,487,48887
13238,湖北工业大学工程技术学院,"院
201",广东省,2023,本科批,历史类,4,4,487,48764
13238,湖北工业大学工程技术学院,202,广东省,2023,本科批,历史类,6,6,481,52885
13239,武汉工程大学邮电与信息工程学院,201,广东省,2023,本科批,历史类,6,6,486,49477
13240,"试
武汉纺织大学外经贸学院",201,广东省,2023,本科批,历史类,1,1,480,54024
13240,武汉纺织大学外经贸学院,202,广东省,2023,本科批,历史类,2,2,482,52405
13242,"考
武汉工商学院",201,广东省,2023,本科批,历史类,2,2,480,53946
13246,长江大学文理学院,201,广东省,2023,本科批,历史类,3,3,484,50537
13247,湖北商贸学院,201,广东省,2023,本科批,历史类,15,15,472,59620
13250,"育
湖北恩施学院",201,广东省,2023,本科批,历史类,5,5,484,50304
13250,湖北恩施学院,202,广东省,2023,本科批,历史类,5,5,489,47217
13250,湖北恩施学院,205,广东省,2023,本科批,历史类,3,3,484,50608
13251,"教
湖北经济学院法商学院",201,广东省,2023,本科批,历史类,8,8,483,51728
13253,武汉体育学院体育科技学院,201,广东省,2023,本科批,历史类,4,4,468,63299
13256,"省
湖北师范大学文理学院",201,广东省,2023,本科批,历史类,2,2,490,46729
13256,湖北师范大学文理学院,202,广东省,2023,本科批,历史类,6,6,491,45516
13262,文华学院,201,广东省,2023,本科批,历史类,2,2,488,47690
13290,浙江工商大学杭州商学院,201,广东省,2023,本科批,历史类,24,24,483,51294
13296,黑龙江外国语学院,201,广东省,2023,本科批,历史类,13,10,433,96814
13296,黑龙江外国语学院,203,广东省,2023,本科批,历史类,5,5,438,90904
13296,黑龙江外国语学院,"教
204",广东省,2023,本科批,历史类,5,5,438,91648
13296,黑龙江外国语学院,205,广东省,2023,本科批,历史类,22,22,441,88370
13296,黑龙江外国语学院,207,广东省,2023,本科批,历史类,15,15,439,90090
13296,"省
黑龙江外国语学院",208,广东省,2023,本科批,历史类,30,16,434,95566
13300,黑龙江工商学院,201,广东省,2023,本科批,历史类,20,20,453,76939
13307,哈尔滨华德学院,201,广东省,2023,本科批,历史类,24,24,443,86296
13324,"东
山东协和学院",201,广东省,2023,本科批,历史类,8,8,478,54817
13324,山东协和学院,202,广东省,2023,本科批,历史类,10,10,461,69355
13326,云南大学滇池学院,201,广东省,2023,本科批,历史类,2,2,481,52670
13326,"广
云南大学滇池学院",202,广东省,2023,本科批,历史类,12,12,482,51929
13328,丽江文化旅游学院,201,广东省,2023,本科批,历史类,2,2,476,56752
13328,丽江文化旅游学院,202,广东省,2023,本科批,历史类,8,8,477,55901
13328,丽江文化旅游学院,206,广东省,2023,本科批,历史类,2,2,481,53097
13330,昆明城市学院,201,广东省,2023,本科批,历史类,15,15,482,52221
13332,昆明医科大学海源学院,201,广东省,2023,本科批,历史类,2,2,488,47847
13378,青岛城市学院,201,广东省,2023,本科批,历史类,7,7,471,60594
13402,河北外国语学院,201,广东省,2023,本科批,历史类,4,4,475,57576
13408,华北理工大学轻工学院,201,广东省,2023,本科批,历史类,5,5,475,57209
13418,江西服装学院,201,广东省,2023,本科批,历史类,1,1,455,74506
13420,南昌职业大学,201,广东省,2023,本科批,历史类,2,2,480,53769
13421,南昌工学院,201,广东省,2023,本科批,历史类,2,2,487,48855
13421,南昌工学院,202,广东省,2023,本科批,历史类,1,1,470,61395
13429,南昌大学科学技术学院,201,广东省,2023,本科批,历史类,14,14,492,45177
13431,南昌交通学院,"院
201",广东省,2023,本科批,历史类,1,1,484,50395
13431,南昌交通学院,202,广东省,2023,本科批,历史类,2,2,481,53149
13432,赣东学院,201,广东省,2023,本科批,历史类,2,2,494,43758
13432,"试
赣东学院",202,广东省,2023,本科批,历史类,6,6,494,43737
13433,南昌航空大学科技学院,201,广东省,2023,本科批,历史类,10,10,489,47329
13434,"考
赣南科技学院",201,广东省,2023,本科批,历史类,6,6,495,43010
13435,景德镇艺术职业大学,201,广东省,2023,本科批,历史类,4,4,484,50570
13435,景德镇艺术职业大学,202,广东省,2023,本科批,历史类,2,2,482,51823
13436,"育
江西农业大学南昌商学院",201,广东省,2023,本科批,历史类,22,22,486,49060
13437,南昌医学院,201,广东省,2023,本科批,历史类,3,3,535,21005
13437,南昌医学院,205,广东省,2023,本科批,历史类,3,3,531,23072
13437,"教
南昌医学院",206,广东省,2023,本科批,历史类,4,4,506,36232
13437,南昌医学院,207,广东省,2023,本科批,历史类,4,4,504,36992
13437,"省
南昌医学院",208,广东省,2023,本科批,历史类,1,1,491,45646
13438,江西师范大学科学技术学院,201,广东省,2023,本科批,历史类,12,12,492,45131
13439,赣南师范大学科技学院,201,广东省,2023,本科批,历史类,2,2,493,44452
13440,南昌应用技术师范学院,201,广东省,2023,本科批,历史类,5,5,492,45202
13440,南昌应用技术师范学院,202,广东省,2023,本科批,历史类,2,2,495,42855
13441,江西财经大学现代经济管理学院,202,广东省,2023,本科批,历史类,28,28,490,46411
13468,阳光学院,"教
201",广东省,2023,本科批,历史类,2,2,471,60403
13468,阳光学院,202,广东省,2023,本科批,历史类,2,2,487,48445
13468,阳光学院(中外合作办学),204,广东省,2023,本科批,历史类,5,5,433,96996
13469,"省
厦门大学嘉庚学院",201,广东省,2023,本科批,历史类,3,3,493,44069
13469,厦门大学嘉庚学院,202,广东省,2023,本科批,历史类,30,30,492,44875
13470,福州大学至诚学院,201,广东省,2023,本科批,历史类,2,2,492,45267
13470,"东
福州大学至诚学院",202,广东省,2023,本科批,历史类,10,10,491,45433
13471,集美大学诚毅学院,201,广东省,2023,本科批,历史类,2,2,495,43141
13471,集美大学诚毅学院,202,广东省,2023,本科批,历史类,14,14,495,43151
13472,"广
福建师范大学协和学院",201,广东省,2023,本科批,历史类,3,3,493,44235
13472,福建师范大学协和学院(国际班),204,广东省,2023,本科批,历史类,1,1,489,46846
13497,郑州财经学院,201,广东省,2023,本科批,历史类,16,16,485,49734
13503,信阳学院,201,广东省,2023,本科批,历史类,3,3,493,44640
13514,兰州博文科技学院,201,广东省,2023,本科批,历史类,4,4,467,64024
13524,北海艺术设计学院,201,广东省,2023,本科批,历史类,25,25,477,55801
13538,山西晋中理工学院,201,广东省,2023,本科批,历史类,2,2,482,52466
13578,河北工程大学科信学院,201,广东省,2023,本科批,历史类,1,1,485,49911
13579,中国矿业大学徐海学院,201,广东省,2023,本科批,历史类,2,2,487,48282
13588,重庆外语外事学院,201,广东省,2023,本科批,历史类,4,4,489,47298
13588,重庆外语外事学院,202,广东省,2023,本科批,历史类,14,14,484,50850
13589,重庆对外经贸学院,201,广东省,2023,本科批,历史类,8,8,491,45427
13590,重庆财经学院,201,广东省,2023,本科批,历史类,7,7,490,46241
13593,石家庄铁道大学四方学院,201,广东省,2023,本科批,历史类,7,7,483,51691
13594,河北地质大学华信学院,"院
201",广东省,2023,本科批,历史类,8,8,481,52630
13597,山西科技学院,201,广东省,2023,本科批,历史类,1,1,495,42794
13602,长春电子科技学院,201,广东省,2023,本科批,历史类,2,2,471,60664
13603,"试
长春财经学院",201,广东省,2023,本科批,历史类,7,7,466,65278
13609,辽宁中医药大学杏林学院,201,广东省,2023,本科批,历史类,6,6,491,45628
13609,"考
辽宁中医药大学杏林学院",202,广东省,2023,本科批,历史类,2,2,489,47407
13611,蚌埠工商学院,201,广东省,2023,本科批,历史类,4,4,482,51882
13614,马鞍山学院,201,广东省,2023,本科批,历史类,7,7,479,54228
13615,"育
合肥城市学院",201,广东省,2023,本科批,历史类,4,4,481,53132
13622,吉林师范大学博达学院,201,广东省,2023,本科批,历史类,8,8,469,62275
13622,吉林师范大学博达学院,202,广东省,2023,本科批,历史类,8,8,478,55419
13622,"教
吉林师范大学博达学院",203,广东省,2023,本科批,历史类,2,2,488,48146
13625,昆明文理学院,201,广东省,2023,本科批,历史类,2,2,483,51135
13625,"省
昆明文理学院",202,广东省,2023,本科批,历史类,21,21,480,53428
13626,昆明理工大学津桥学院,201,广东省,2023,本科批,历史类,1,1,483,51816
13626,昆明理工大学津桥学院,202,广东省,2023,本科批,历史类,9,9,480,53763
13628,新疆政法学院,202,广东省,2023,本科批,历史类,11,11,490,46417
13631,大连东软信息学院,201,广东省,2023,本科批,历史类,2,2,458,72146
13634,武汉学院,201,广东省,2023,本科批,历史类,19,19,489,47051
13635,长沙理工大学城南学院,"教
201",广东省,2023,本科批,历史类,15,15,491,45909
13639,柳州工学院,201,广东省,2023,本科批,历史类,5,5,478,54893
13639,柳州工学院,202,广东省,2023,本科批,历史类,15,15,476,56879
13640,"省
广西民族大学相思湖学院",201,广东省,2023,本科批,历史类,39,39,488,48027
13641,桂林学院,201,广东省,2023,本科批,历史类,11,11,489,47416
13643,广西中医药大学赛恩斯新医药学院,201,广东省,2023,本科批,历史类,38,38,495,43305
13643,"东
广西中医药大学赛恩斯新医药学院",202,广东省,2023,本科批,历史类,12,12,479,54245
13644,桂林信息科技学院,201,广东省,2023,本科批,历史类,11,11,476,56673
13644,桂林信息科技学院,202,广东省,2023,本科批,历史类,24,24,476,56644
