school_code,school_name,major_group_code,province,year,batch,subject_type,plan_count,admission_count,min_admission_score,min_admission_rank
10061,"教
天津农学院",201,广东省,2024,本科批,物理类,4,4,507,136054
10061,天津农学院,202,广东省,2024,本科批,物理类,5,5,505,139118
10061,"省
天津农学院",203,广东省,2024,本科批,物理类,26,26,496,155405
10061,天津农学院,204,广东省,2024,本科批,物理类,1,1,521,112071
10063,天津中医药大学,203,广东省,2024,本科批,物理类,1,1,545,76584
10063,天津中医药大学,205,广东省,2024,本科批,物理类,13,13,569,48302
10063,天津中医药大学,206,广东省,2024,本科批,物理类,5,5,556,63130
10063,天津中医药大学,208,广东省,2024,本科批,物理类,3,3,541,82520
10065,"教
天津师范大学",205,广东省,2024,本科批,物理类,14,14,532,95089
10065,天津师范大学,207,广东省,2024,本科批,物理类,1,1,566,51678
10065,天津师范大学,208,广东省,2024,本科批,物理类,9,9,538,87041
10065,"省
天津师范大学",209,广东省,2024,本科批,物理类,4,4,561,57076
10065,天津师范大学,210,广东省,2024,本科批,物理类,2,2,569,48434
10065,天津师范大学,211,广东省,2024,本科批,物理类,10,10,552,67717
10065,"东
天津师范大学",213,广东省,2024,本科批,物理类,7,7,563,54804
10065,天津师范大学,215,广东省,2024,本科批,物理类,3,3,549,72038
10065,天津师范大学,216,广东省,2024,本科批,物理类,2,2,559,59650
10066,"广
天津职业技术师范大学",201,广东省,2024,本科批,物理类,2,2,521,112022
10066,天津职业技术师范大学,202,广东省,2024,本科批,物理类,4,4,506,137525
10066,天津职业技术师范大学,203,广东省,2024,本科批,物理类,31,31,510,130128
10068,天津外国语大学,207,广东省,2024,本科批,物理类,11,11,536,89111
10068,天津外国语大学,208,广东省,2024,本科批,物理类,3,3,533,94533
10068,天津外国语大学,211,广东省,2024,本科批,物理类,1,1,567,50750
10068,天津外国语大学,212,广东省,2024,本科批,物理类,1,1,546,76001
10069,天津商业大学,204,广东省,2024,本科批,物理类,27,27,516,120495
10069,天津商业大学,206,广东省,2024,本科批,物理类,28,28,520,114451
10070,天津财经大学,203,广东省,2024,本科批,物理类,13,13,550,70755
10070,天津财经大学,205,广东省,2024,本科批,物理类,7,7,555,64189
10070,天津财经大学,207,广东省,2024,本科批,物理类,14,14,547,74953
10071,天津体育学院,202,广东省,2024,本科批,物理类,4,4,502,144666
10076,河北工程大学,201,广东省,2024,本科批,物理类,3,3,522,111719
10076,河北工程大学,202,广东省,2024,本科批,物理类,13,13,530,98638
10076,河北工程大学,203,广东省,2024,本科批,物理类,2,2,549,72239
10076,河北工程大学,204,广东省,2024,本科批,物理类,2,2,541,82282
10076,河北工程大学,206,广东省,2024,本科批,物理类,2,2,526,104689
10077,河北地质大学,202,广东省,2024,本科批,物理类,9,9,513,126282
10077,河北地质大学,203,广东省,2024,本科批,物理类,18,18,514,124006
10078,华北水利水电大学,201,广东省,2024,本科批,物理类,27,27,546,75758
10078,华北水利水电大学(中外合作办学),"院
202",广东省,2024,本科批,物理类,2,2,525,106059
10079,华北电力大学(保定),203,广东省,2024,本科批,物理类,15,15,584,34305
10079,华北电力大学(保定),204,广东省,2024,本科批,物理类,97,97,597,24010
10080,"试
河北工业大学",201,广东省,2024,本科批,物理类,17,17,600,21636
10080,河北工业大学,202,广东省,2024,本科批,物理类,6,6,591,28637
10080,河北工业大学,203,广东省,2024,本科批,物理类,2,2,597,23607
10080,"考
河北工业大学",204,广东省,2024,本科批,物理类,3,3,604,19217
10080,河北工业大学(联合培养),205,广东省,2024,本科批,物理类,6,6,580,37396
10080,河北工业大学(联合培养),206,广东省,2024,本科批,物理类,2,2,589,30124
10081,"育
华北理工大学(中外合作办学)",204,广东省,2024,本科批,物理类,2,2,479,185964
10081,华北理工大学,205,广东省,2024,本科批,物理类,2,2,508,133212
10081,华北理工大学,206,广东省,2024,本科批,物理类,8,8,524,108215
10081,"教
华北理工大学",207,广东省,2024,本科批,物理类,8,8,526,105246
10081,华北理工大学,208,广东省,2024,本科批,物理类,4,4,526,104290
10081,"省
华北理工大学",211,广东省,2024,本科批,物理类,2,2,560,57907
10089,河北医科大学,202,广东省,2024,本科批,物理类,6,6,532,96093
10089,河北医科大学,203,广东省,2024,本科批,物理类,12,12,534,92155
10092,河北北方学院,201,广东省,2024,本科批,物理类,10,10,507,135935
10093,承德医学院,201,广东省,2024,本科批,物理类,3,3,553,66501
10094,河北师范大学,203,广东省,2024,本科批,物理类,2,2,550,70971
10094,"教
河北师范大学",204,广东省,2024,本科批,物理类,4,4,558,60199
10094,河北师范大学,205,广东省,2024,本科批,物理类,2,2,548,73336
10101,衡水学院,202,广东省,2024,本科批,物理类,4,4,494,158029
10101,"省
衡水学院",203,广东省,2024,本科批,物理类,12,12,492,162181
10101,衡水学院(中外合作办学),204,广东省,2024,本科批,物理类,2,2,489,168047
10103,邯郸学院,201,广东省,2024,本科批,物理类,7,7,490,165802
10103,"东
邯郸学院",202,广东省,2024,本科批,物理类,6,6,493,159677
10104,邢台学院,202,广东省,2024,本科批,物理类,2,2,500,148327
10105,沧州师范学院,203,广东省,2024,本科批,物理类,13,13,492,161651
10107,"广
石家庄铁道大学",202,广东省,2024,本科批,物理类,1,1,532,95760
10107,石家庄铁道大学,203,广东省,2024,本科批,物理类,6,6,532,96285
10107,石家庄铁道大学,204,广东省,2024,本科批,物理类,2,2,563,55074
10108,山西大学,202,广东省,2024,本科批,物理类,12,12,545,76569
10108,山西大学,203,广东省,2024,本科批,物理类,11,11,569,48524
10109,太原科技大学,201,广东省,2024,本科批,物理类,12,12,525,106507
10110,中北大学,203,广东省,2024,本科批,物理类,5,5,534,92215
10110,中北大学,204,广东省,2024,本科批,物理类,9,9,525,106082
10110,中北大学,206,广东省,2024,本科批,物理类,40,40,528,102046
10110,中北大学,207,广东省,2024,本科批,物理类,6,6,530,99268
10112,太原理工大学,201,广东省,2024,本科批,物理类,84,84,584,33690
10113,山西农业大学,203,广东省,2024,本科批,物理类,7,7,510,130495
10113,山西农业大学,204,广东省,2024,本科批,物理类,4,4,504,141615
10113,山西农业大学,205,广东省,2024,本科批,物理类,7,7,506,136719
10114,山西医科大学,201,广东省,2024,本科批,物理类,8,8,521,112651
10114,山西医科大学,202,广东省,2024,本科批,物理类,12,12,534,92402
10117,长治医学院,201,广东省,2024,本科批,物理类,9,9,513,125833
10117,长治医学院,202,广东省,2024,本科批,物理类,1,1,526,104646
10118,山西师范大学,202,广东省,2024,本科批,物理类,1,1,537,88645
10118,山西师范大学,203,广东省,2024,本科批,物理类,6,6,516,121480
10118,山西师范大学,204,广东省,2024,本科批,物理类,8,8,507,136137
10120,山西大同大学,"院
202",广东省,2024,本科批,物理类,10,10,538,86678
10124,忻州师范学院,201,广东省,2024,本科批,物理类,1,1,496,154600
10124,忻州师范学院,202,广东省,2024,本科批,物理类,4,4,496,154917
10124,"试
忻州师范学院",203,广东省,2024,本科批,物理类,2,2,492,161664
10125,山西财经大学,202,广东省,2024,本科批,物理类,13,13,519,115172
10125,山西财经大学,203,广东省,2024,本科批,物理类,5,5,537,87651
10126,"考
内蒙古大学",205,广东省,2024,本科批,物理类,5,5,540,84001
10126,内蒙古大学,206,广东省,2024,本科批,物理类,5,5,551,69892
10126,内蒙古大学,207,广东省,2024,本科批,物理类,12,12,567,49972
10126,"育
内蒙古大学",208,广东省,2024,本科批,物理类,16,16,543,79896
10126,内蒙古大学,209,广东省,2024,本科批,物理类,3,3,579,38197
10126,内蒙古大学,210,广东省,2024,本科批,物理类,6,6,569,47788
10126,"教
内蒙古大学",211,广东省,2024,本科批,物理类,6,6,544,78298
10126,内蒙古大学,212,广东省,2024,本科批,物理类,12,12,543,80025
10127,"省
内蒙古科技大学",203,广东省,2024,本科批,物理类,5,5,494,158088
10127,内蒙古科技大学,204,广东省,2024,本科批,物理类,38,38,493,161050
10127,内蒙古科技大学,205,广东省,2024,本科批,物理类,1,1,502,144905
10128,内蒙古工业大学,202,广东省,2024,本科批,物理类,6,6,495,157037
10128,内蒙古工业大学,203,广东省,2024,本科批,物理类,19,19,500,148312
10128,内蒙古工业大学,205,广东省,2024,本科批,物理类,4,4,531,97212
10128,"教
内蒙古工业大学",206,广东省,2024,本科批,物理类,4,4,527,102729
10129,内蒙古农业大学,202,广东省,2024,本科批,物理类,4,4,497,153238
10129,内蒙古农业大学,203,广东省,2024,本科批,物理类,8,8,490,165051
10129,"省
内蒙古农业大学",204,广东省,2024,本科批,物理类,11,11,492,161825
10132,内蒙古医科大学,201,广东省,2024,本科批,物理类,13,13,493,160262
10132,内蒙古医科大学,202,广东省,2024,本科批,物理类,2,2,545,77349
10135,"东
内蒙古师范大学",202,广东省,2024,本科批,物理类,13,13,489,167609
10135,内蒙古师范大学,203,广东省,2024,本科批,物理类,4,4,519,115180
10136,内蒙古民族大学,202,广东省,2024,本科批,物理类,1,1,495,157180
10136,"广
内蒙古民族大学",203,广东省,2024,本科批,物理类,10,10,489,167127
10136,内蒙古民族大学,204,广东省,2024,本科批,物理类,12,12,489,167074
10136,内蒙古民族大学,205,广东省,2024,本科批,物理类,1,1,496,155002
10140,辽宁大学,211,广东省,2024,本科批,物理类,8,8,564,53749
10140,辽宁大学,212,广东省,2024,本科批,物理类,5,5,575,42045
10140,辽宁大学(中外合作办学),213,广东省,2024,本科批,物理类,3,3,565,52364
10140,辽宁大学(中外合作办学),214,广东省,2024,本科批,物理类,3,3,544,78148
10140,辽宁大学(中外合作办学),215,广东省,2024,本科批,物理类,4,4,545,77221
10140,辽宁大学(联合培养),217,广东省,2024,本科批,物理类,1,1,583,34852
10141,大连理工大学,202,广东省,2024,本科批,物理类,33,33,630,7482
10142,沈阳工业大学,202,广东省,2024,本科批,物理类,22,22,516,120183
10142,沈阳工业大学,203,广东省,2024,本科批,物理类,38,38,530,98781
10142,沈阳工业大学,204,广东省,2024,本科批,物理类,4,4,530,98117
10142,沈阳工业大学,205,广东省,2024,本科批,物理类,2,2,535,90647
10143,沈阳航空航天大学,201,广东省,2024,本科批,物理类,7,7,543,79727
10144,沈阳理工大学,201,广东省,2024,本科批,物理类,20,20,536,89968
10144,沈阳理工大学,202,广东省,2024,本科批,物理类,1,1,530,98541
10144,沈阳理工大学,203,广东省,2024,本科批,物理类,1,1,522,110721
10144,沈阳理工大学,204,广东省,2024,本科批,物理类,1,1,551,68930
10145,东北大学,201,广东省,2024,本科批,物理类,10,10,603,20204
10145,东北大学,202,广东省,2024,本科批,物理类,2,2,603,20061
10145,东北大学,"院
203",广东省,2024,本科批,物理类,64,64,614,13747
10145,东北大学,204,广东省,2024,本科批,物理类,6,6,610,15756
10145,东北大学,205,广东省,2024,本科批,物理类,5,5,624,9454
10145,"试
东北大学",206,广东省,2024,本科批,物理类,6,6,609,16599
10145,东北大学,207,广东省,2024,本科批,物理类,15,15,617,12246
10145,东北大学(中外合作办学),208,广东省,2024,本科批,物理类,17,17,592,27591
10145,"考
东北大学(中外合作办学)",209,广东省,2024,本科批,物理类,18,18,595,25600
10146,辽宁科技大学,201,广东省,2024,本科批,物理类,12,12,512,127217
10146,辽宁科技大学(中外合作办学),202,广东省,2024,本科批,物理类,4,4,490,164774
10147,"育
辽宁工程技术大学",202,广东省,2024,本科批,物理类,9,9,532,95162
10147,辽宁工程技术大学,203,广东省,2024,本科批,物理类,3,3,512,127533
10147,辽宁工程技术大学,204,广东省,2024,本科批,物理类,4,4,537,87899
10148,"教
辽宁石油化工大学",201,广东省,2024,本科批,物理类,10,10,525,106600
10148,辽宁石油化工大学(中外合作办学),202,广东省,2024,本科批,物理类,5,5,515,122096
10149,"省
沈阳化工大学",201,广东省,2024,本科批,物理类,1,1,523,109496
10149,沈阳化工大学,202,广东省,2024,本科批,物理类,6,6,529,100247
10149,沈阳化工大学,203,广东省,2024,本科批,物理类,12,12,515,122625
10150,大连交通大学(中外合作办学),202,广东省,2024,本科批,物理类,2,2,529,100646
10150,大连交通大学,203,广东省,2024,本科批,物理类,3,3,522,110376
10150,大连交通大学,205,广东省,2024,本科批,物理类,2,2,539,84831
10150,"教
大连交通大学(中外合作办学)",206,广东省,2024,本科批,物理类,7,7,526,105531
10151,大连海事大学,203,广东省,2024,本科批,物理类,19,19,576,41344
10151,大连海事大学(中外合作办学),204,广东省,2024,本科批,物理类,2,2,596,24806
10151,"省
大连海事大学",205,广东省,2024,本科批,物理类,69,69,581,36665
10151,大连海事大学(中外合作办学),206,广东省,2024,本科批,物理类,14,14,571,45862
10152,大连工业大学,204,广东省,2024,本科批,物理类,3,3,521,113122
10152,"东
大连工业大学",205,广东省,2024,本科批,物理类,5,5,537,88817
10152,大连工业大学,206,广东省,2024,本科批,物理类,1,1,517,118480
10152,大连工业大学,207,广东省,2024,本科批,物理类,4,4,521,113223
10152,"广
大连工业大学",208,广东省,2024,本科批,物理类,3,3,520,114410
10152,大连工业大学,210,广东省,2024,本科批,物理类,1,1,527,102733
10152,大连工业大学,211,广东省,2024,本科批,物理类,2,2,530,99274
10152,大连工业大学,212,广东省,2024,本科批,物理类,2,2,526,104556
10152,大连工业大学(学术互认),213,广东省,2024,本科批,物理类,2,2,539,84674
10152,大连工业大学(中外合作办学),214,广东省,2024,本科批,物理类,3,3,530,98741
10153,沈阳建筑大学,201,广东省,2024,本科批,物理类,2,2,544,78516
10153,沈阳建筑大学,202,广东省,2024,本科批,物理类,7,7,508,134641
10153,沈阳建筑大学,204,广东省,2024,本科批,物理类,17,17,506,138155
10153,沈阳建筑大学(中外合作办学),205,广东省,2024,本科批,物理类,6,6,519,116156
10158,大连海洋大学,202,广东省,2024,本科批,物理类,16,16,506,138145
10158,大连海洋大学,203,广东省,2024,本科批,物理类,9,9,503,142884
10159,中国医科大学,201,广东省,2024,本科批,物理类,19,19,574,42810
10159,中国医科大学(中外合作办学),202,广东省,2024,本科批,物理类,6,6,549,72258
10160,锦州医科大学,201,广东省,2024,本科批,物理类,11,11,545,76869
10160,锦州医科大学,202,广东省,2024,本科批,物理类,8,8,508,133544
10160,锦州医科大学(中外合作办学),203,广东省,2024,本科批,物理类,5,5,490,165727
10161,大连医科大学,201,广东省,2024,本科批,物理类,2,2,572,45358
10161,大连医科大学,202,广东省,2024,本科批,物理类,3,3,601,20970
10161,大连医科大学,203,广东省,2024,本科批,物理类,12,12,585,33204
10162,辽宁中医药大学,201,广东省,2024,本科批,物理类,26,26,507,134930
10163,沈阳药科大学,"院
202",广东省,2024,本科批,物理类,3,3,536,89842
10163,沈阳药科大学,203,广东省,2024,本科批,物理类,31,31,521,113319
10164,沈阳医学院,201,广东省,2024,本科批,物理类,4,4,550,70968
10165,"试
辽宁师范大学(中外合作办学)",202,广东省,2024,本科批,物理类,3,3,520,113861
10167,渤海大学,203,广东省,2024,本科批,物理类,1,1,491,164379
10167,渤海大学,204,广东省,2024,本科批,物理类,1,1,529,99846
10169,"考
鞍山师范学院",202,广东省,2024,本科批,物理类,1,1,498,152189
10172,大连外国语大学,203,广东省,2024,本科批,物理类,1,1,546,76067
10172,大连外国语大学,204,广东省,2024,本科批,物理类,12,12,532,96431
10172,"育
大连外国语大学",205,广东省,2024,本科批,物理类,2,2,544,78481
10173,东北财经大学,209,广东省,2024,本科批,物理类,23,23,555,64113
10173,东北财经大学(中外合作办学),210,广东省,2024,本科批,物理类,2,2,538,85969
10173,"教
东北财经大学(中外合作办学)",211,广东省,2024,本科批,物理类,4,4,552,68214
10173,东北财经大学(中外合作办学),212,广东省,2024,本科批,物理类,3,3,574,43132
10173,"省
东北财经大学(中外合作办学)",213,广东省,2024,本科批,物理类,3,3,556,63481
10173,东北财经大学(中外合作办学),214,广东省,2024,本科批,物理类,2,2,537,88730
10173,东北财经大学(中外合作办学),215,广东省,2024,本科批,物理类,3,3,555,63945
10183,吉林大学,206,广东省,2024,本科批,物理类,7,7,619,11407
10183,吉林大学,207,广东省,2024,本科批,物理类,28,28,603,19791
10183,吉林大学,209,广东省,2024,本科批,物理类,32,32,605,18795
10183,"教
吉林大学",210,广东省,2024,本科批,物理类,15,15,618,12157
10183,吉林大学,211,广东省,2024,本科批,物理类,28,28,617,12262
10183,吉林大学(联合培养),212,广东省,2024,本科批,物理类,5,5,610,15953
10183,"省
吉林大学",213,广东省,2024,本科批,物理类,10,10,623,10077
10183,吉林大学,215,广东省,2024,本科批,物理类,18,18,618,12002
10183,吉林大学,216,广东省,2024,本科批,物理类,3,3,609,16282
10184,"东
延边大学",202,广东省,2024,本科批,物理类,19,19,562,55335
10184,延边大学,203,广东省,2024,本科批,物理类,4,4,571,46601
10186,长春理工大学,204,广东省,2024,本科批,物理类,4,4,523,110109
10186,"广
长春理工大学",205,广东省,2024,本科批,物理类,16,16,516,121426
10186,长春理工大学,206,广东省,2024,本科批,物理类,7,7,529,100052
10186,长春理工大学,207,广东省,2024,本科批,物理类,117,117,547,74069
10186,长春理工大学,208,广东省,2024,本科批,物理类,8,8,560,58745
10186,长春理工大学,209,广东省,2024,本科批,物理类,16,16,524,108596
10186,长春理工大学,210,广东省,2024,本科批,物理类,18,18,532,95043
10186,长春理工大学(中外合作办学),211,广东省,2024,本科批,物理类,13,13,554,65497
10186,长春理工大学(中外合作办学),212,广东省,2024,本科批,物理类,4,4,527,102842
10186,长春理工大学,214,广东省,2024,本科批,物理类,2,2,535,91188
10188,东北电力大学,202,广东省,2024,本科批,物理类,3,3,548,73475
10188,东北电力大学(中外合作办学),205,广东省,2024,本科批,物理类,3,3,574,43530
10190,长春工业大学,201,广东省,2024,本科批,物理类,7,7,513,126281
10190,长春工业大学(中外合作办学),202,广东省,2024,本科批,物理类,5,5,504,141214
10190,长春工业大学,203,广东省,2024,本科批,物理类,3,3,540,83274
10190,长春工业大学,204,广东省,2024,本科批,物理类,19,19,509,132187
10190,长春工业大学,205,广东省,2024,本科批,物理类,1,1,525,105851
10190,长春工业大学,206,广东省,2024,本科批,物理类,5,5,537,88183
10190,长春工业大学(中外合作办学),207,广东省,2024,本科批,物理类,5,5,521,112293
10191,吉林建筑大学,201,广东省,2024,本科批,物理类,8,8,500,147353
10191,吉林建筑大学(中外合作办学),202,广东省,2024,本科批,物理类,3,3,506,138127
10191,吉林建筑大学,203,广东省,2024,本科批,物理类,17,17,497,153047
10191,吉林建筑大学(中外合作办学),"院
204",广东省,2024,本科批,物理类,2,2,508,134481
10193,吉林农业大学,201,广东省,2024,本科批,物理类,2,2,509,131999
10193,吉林农业大学,202,广东省,2024,本科批,物理类,6,6,505,139885
10193,"试
吉林农业大学",203,广东省,2024,本科批,物理类,3,3,510,131285
10199,长春中医药大学,201,广东省,2024,本科批,物理类,1,1,534,92484
10199,长春中医药大学,202,广东省,2024,本科批,物理类,32,32,521,112724
10200,"考
东北师范大学",204,广东省,2024,本科批,物理类,13,13,588,30487
10200,东北师范大学,205,广东省,2024,本科批,物理类,3,3,596,24576
10201,北华大学,203,广东省,2024,本科批,物理类,2,2,497,153925
